title,genre,producer,country,country_duble,year,year_duble,imdb
Адский переплёт,"Жанры игрового кино,Фильм-нуар,Триллер","(['Уильям Дж. Хоул-младший (страница отсутствует)'],)",США,,,1957,6.3
Адский остров,"Жанры игрового кино,Нуар","(['Карлсон, Фил'],)",США,,,1955,5.9
Адский небоскрёб,"Жанры игрового кино,Кинокомедия,Пародия","(['Чарльз Немес (страница отсутствует)'],)",Франция,,,2001,5.7
Адский котёл,"Жанры игрового кино,Фильм ужасов","(['Мельес, Жорж'],)",Франция,,,1903,6.6
Адский ветряк,"Жанры игрового кино,Боевик (киножанр)","(['Лу Цзюньгу (страница отсутствует)', 'Тони Вон'],)",Гонконг,,,1979,6.6
Адский бункер: Черное солнце,"Жанры игрового кино,Боевик (киножанр),Фильм ужасов","(['Стив Баркер (страница отсутствует)'],)",Великобритания,,,2012,4.9
Адский бункер: Восстание спецназа,"Жанры игрового кино,Боевик (киножанр),Фильм ужасов","(['Киран Паркер (страница отсутствует)'],)",Великобритания,,,2013,5.0
Адский бункер,"Жанры игрового кино,Боевик (киножанр),Фильм ужасов","(['Баркер, Стив (страница отсутствует)'],)",Великобритания,,,2008,5.8
Адская поездка,"Жанры игрового кино,Боевик (киножанр),Триллер,Приключения","([],)",США,,2008,,5.0
Адская ночь,"Жанры игрового кино,Фильм ужасов,Триллер","([],)",США,,,1981,5.6
Адская месть-2. Кровавые крылья,"Жанры игрового кино,Фильм ужасов","(['Джефф Барр (страница отсутствует)'],)",,,,1994,4.6
Адская кухня,"Жанры игрового кино,Криминальный фильм,Драма (жанр),Боевик (жанр)","(['Андреа Берлофф (страница отсутствует)'],)",США,,,2019,5.6
Адская кухня,"Жанры игрового кино,Криминальный фильм,Драматический фильм","([],)",США,,,1998,4.6
Адская кухня,"Жанры игрового кино,Драма (жанр)","(['Сталлоне, Сильвестр'],)",США,,,1978,5.7
Адская жёнушка,"Жанры игрового кино,Кинокомедия","(['Лейн, Джеймс (страница отсутствует)', 'Джонс, Дональд (страница отсутствует)'],)",США,,,1993,2.7
Адреналин,"Жанры игрового кино,Фильм ужасов","(['Ассаль, Анита (страница отсутствует)', 'Бомпар, Бартоломи (страница отсутствует)'],)",Франция,,,1990,6.3
Адреналин: Высокое напряжение,"Жанры игрового кино,Боевик (киножанр),Криминал,Триллер,Чёрная комедия,Эксплуатационное кино,Музыкальный жанр,Поп-рок,Альтернативный рок,Саундтрек","(['Марк Невелдайн', 'Тейлор, Брайан (кинорежиссёр)'],)",США,,,2009,6.1
Адмиралъ,"Жанры игрового кино,Исторический фильм,Военный фильм,Приключенческий фильм,Мелодрама,Драма","(['Кравчук, Андрей Юрьевич'],)","Россия,Франция,Китай",,,2008,6.7
Адреналин: Страх погони,"Жанры игрового кино,Боевик (киножанр),Кинофантастика","(['Альберт Пьюн'],)",США,,,1996,3.8
Адреналин,"Жанры игрового кино,Боевик (киножанр),Триллер,Криминал,Чёрная комедия","(['Невелдайн, Марк', 'Тейлор, Брайан (кинорежиссёр)'],)",США,,,2006,6.9
Адрес неизвестен,"Жанры игрового кино,Кинокомедия","(['Ле Шануа, Жан-Поль'],)",Франция,,1951,,6.6
Адмирал,"Жанры игрового кино,Байопик,Военный фильм,Исторический фильм,Драма (жанр)","(['Роэль Рейн (страница отсутствует)'],)",Нидерланды,,,2015,7.0
Адмирал Ушаков,Жанры игрового кино,"(['Ромм, Михаил Ильич'],)",СССР,,,,7.3
Административная власть,"Жанры игрового кино,Драма (жанр)","(['Уайз, Роберт'],)",,Соединённые Штаты Америки,1954,,7.4
